Score,Text
0.646,"""I'll be there!! Can't wait for all the #mirth!"""
0.180,"""I make sacrifices to make you happy"""
0.458,"""glee glee glee glee gLEE GLEE i LOST LOST LOST lowe much"""
0.560,"""Of cheerfulness, or a good temper - the more it is spent, the more of it remains."""
0.704,"""happy birthday :) have a blessed day love from Toronto :) #bday #smile"""
0.580,"""Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable"""
0.250,"""Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy"""
0.458,"""yessir. Also cheering for Sweden bc of Lundqvist"""
0.292,"""and I have discovered you can now send animated gifs over the updated iMessage"""
0.292,"""Sometimes he likes to ride arround on people's shoulders or drop on them unexpectedly from vents or doorjambs. Like a big, gleeful spider."""
0.625,"""I see things in the clouds that others can't see so I can #elate"""
0.580,"""It feels good to get outside for a minute and get some fresh air. It's hard to stay cooped up inside all day"""
0.167,"""I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster."""
0.540,"""love to play underlord while listening to cheery anime music"""
0.509,"""The book that can start improving your relationship tonight. Taking you on a journey of #fun, #laughter, #romance and #metaphysics. htt…"""
0.229,"""Does anyone remember a movie that is animated in the late 70's called Shame of the Jungle John Bulushi was in it wild if that's your taste"""
0.469,"""that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn."""
0.729,"""Food that gets delivered 😍🙌🏻"""
0.375,"""they happen. I expect your thumbs were all over the place in glee, interpreting my double negative."""
0.167,"""Logically speaking, this can't be the worst I've ever felt and even if it was then its passing will still be a joyous occasion"""
0.657,"""tfw you're en-route to your future :) !! i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo"""
0.688,"""These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute 😍😍"""
0.385,"""Hey NASCAR fans. Are you going to the race in Loudon this weekend? Why not stop by New Day Diner for a great hearty breakfast before you go"""
0.320,"""the gleesome threesome"""
0.604,"""AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet"""
0.250,"""Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday"""
0.346,"""optimism is he'll lose, that's actually a compromise :P"""
0.292,"""#heyday Race war 2016"""
0.479,"""you're welcome. It's genuinely made me give my head a wobble and realise what's important in life."""
0.688,"""Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful."""
0.396,"""will i ever get the nerve to quit the restaurant ??? find out tonite on glee!"""
0.780,"""Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling. 😄😄❤️"""
0.604,"""*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*"""
0.500,"""I feel like one of my friends brought this freshmen in my class over to pre game earlier in the year bc she keeps smiling at me"""
0.245,"""the whole thread is jovial and fun and then this comment is like FULL of misogyny"""
0.769,"""I love this hearty negro laugh jade and let out re:lochte 😂😂"""
0.327,"""myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more."""
0.562,"""Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl"""
0.458,"""\n'It's alright!' She said cheerfully trying to make the moment fun"""
0.542,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.769,"""TheNiceBot: IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot #الخفجي"""
0.375,"""Cover it up with a smile, maybe it'll get better"""
0.462,"""Update: I have yet to hang out with , but I'm still hopeful! #optimism"""
0.520,"""Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor"""
0.120,"""The #most wasteful day is a #day without"""
0.385,"""I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #quote"""
0.625,"""#cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks"""
0.646,"""It's so breezy I love it 🌬️🍃💛"""
0.620,"""Omg I'm outside making beats with garageband and some little birds decided to chirp along （≧∇≦）"""
0.396,"""Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12"""
0.288,"""Lord Jesus, I don’t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen"""
0.827,"""Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #"""
0.646,"""Melissa Benoist and Grant Gustin HAVE to do a musical crossover episode! #glee origins #arrowverse"""
0.583,"""So happy my next class is canceled bc..im od tired 😭"""
0.667,"""A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS"""
0.544,"""The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy; \nZephaniah 3:17 KJV"""
0.627,"""Be happy not because everything is good, but because you can see the good side of everything"""
0.688,"""Happy Birthday #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer"""
0.320,"""Method into thin out assault corridor thine liveliness: cHd"""
0.330,"""I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote"""
0.458,"""a laurel and hearty handshake"""
0.673,"""I love how playful you guys are becoming -- both on- and offline! 🚗 🚕 🚙 #beepbeep"""
0.400,"""Watch this amazing live.ly broadcast by .boss #musicallyjh"""
0.520,"""A 'non-permissive environment' is also called a 'battleground' - #MilSpeak #hilarious"""
0.460,"""Somebody who has braved the storm is brewing. #cheerful"""
0.479,"""Watch this amazing live.ly broadcast by .boss #lively #musicallyjh"""
0.271,"""A 'non-permissive environment' is also called a 'battleground' - #MilSpeak"""
0.417,"""Being #happy means letting go of the clinging and attachment to things in your life. #WednesdayWisdom #life"""
0.480,"""it was both lively &amp; lovely #BuffnPolish"""
0.400,"""I see I'll be hovering over the block button today with much glee."""
0.740,"""ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer"""
0.771,"""— can't wait.' She said cheerfully and grinned."""
0.500,"""We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations"""
0.400,"""A presentations propensity for hilarity plays a large part in determining it's funny/offensive ratio and how well such thoughts will go over"""
0.480,"""those sparkling looks like a gay vampire 😁"""
0.300,"""We need 2 bust up the elites in DC, we need jobs 4 all, we need to clean up the blithe in inner Cities, rebuild housing...cont2"""
0.521,"""[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*."""
0.167,"""Pain in both your hips during squats is a sign of youthfulness and being spry right? 🤐🤐🤐🤐"""
0.720,"""Good morning joyful people. Choose happiness to have a great day today #morning #happiness #grandmercurejktkemayoran"""
0.271,"""ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad"""
0.292,"""took them an awfy long time to spot their goal was disallowed ☺️ #pleasing"""
0.562,"""Do what makes you successful and #happy now and forever"""
0.542,"""hilarity ensues"""
0.522,"""Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration"""
0.320,"""Stack up with porthole under way heyday through worthy of faith bull's-eye transportation services: moM"""
0.700,"""Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book!"""
0.860,"""It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting"""
0.583,"""Good #CX most often doesn't require all that much. #smile, #care, #relate and be #helpful. Thanks, Lakis Court Hotel in #cyprus"""
0.521,"""\n\nother begin telling a 'story' he realized that she was making an attempt at cheering him up. It was sweet of her and so ➤"""
0.480,"""i fix a clever ritual to make you feel frolicsome"""
0.440,"""#Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn."""
0.360,"""He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end."""
0.800,"""I ❤️you on DWTS You make my night every show! 😘"""
0.080,"""Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #nosleep"""
0.620,"""I'll find Myself smiling and even laughing at jokes that I don't even think are particularly funny, and I know it's because YOU love them!"""
0.420,"""cheer up☺️"""
0.271,"""Her charm is liveliness but this is also her weakness."""
0.620,"""Yep, peeps on here always out to cheer others up! I'm fine, drooling at GBBO x"""
0.740,"""Happy birthday keep smiling always.Wishing you a wonderful year ahead mam"""
0.625,"""that guy in the back of your picture is hilarious"""
0.583,"""Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ #smile"""
0.404,"""you should get some delight"""
0.352,"""are you cheering for team Sweden today or team North American?"""
0.260,"""The Quarterback' wrecks me every time.."""
0.792,"""It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me 3abla kaml fg2a kda 😂😂😂"""
0.537,"""Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' I reciprocated the --"""
0.405,"""Come to the FUNdraiser this Fri. at 8pm . Because #pie + #face = !"""
0.583,"""#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything."""
0.875,"""Online now !!!:) all day come play with me !! I'm happy happy horny playful sweet sour;)"""
0.229,"""The smell of freshly cut grass didn't even cheer me up...boy oh boy"""
0.729,"""Smile at people and see what happens. I think you'll be surprised #smile more #surprisepeople #influenceinternational"""
0.500,"""And the weathers so breezy, man why can't life always be this easy?"""
0.400,"""Accept the challenges so that you can literally even feel the exhilaration of victory.' -- George S. Patton 🐶"""
0.337,"""Dehydrated, exhausted, stressed but still blessed."""
0.269,"""Fee otherwise tricks: palm oil delegation mt jaunty resident: TZxCHLdAQ"""
0.600,"""i animated a little thing i might post it tomorrow since itll be a Good Thursday.. nice..."""
0.625,"""smoking weed while you watch 12 pull somebody else over is the most joyous thing ever."""
0.562,"""And the weather so breezy, man why can't life always be this easy"""
0.154,"""imagine being this stupid for trying to chirp because of some racist prick."""
0.220,""".Obama describes his temperament as 'steady &amp; on the buoyant side.'"""
0.100,"""tell that to your bodies cheering on the deaths of black people by cops. their fear is killing us."""
0.562,"""You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important."""
0.340,"""Some People hate nothing more than a happy confident person. Never mind #happy #confident"""
0.917,"""I'm just still . So happy .\nA blast"""
0.442,"""' Want to have a spar?' The prince smiles and reaches for his hilt and his icy eyes keep on Aaron, a playful look in his eyes."""
0.729,"""I just really enjoy bright colors, like the colors you would see downtown Miami"""
0.729,"""I am a simple human being who just really loves like truly, madly, deeply rejoicing in her existence, class and queendom"""
0.646,"""Be happy not because everything is good, but because you can see the good side of everything #optimism"""
0.292,"""all those will get animated IMO. Companion changes/Monsters/Classics."""
0.400,"""A cheerful heart is good medicine, but a crushed spirit dries up the bones. A wicked man accepts a bribe in secret to pervert justice."""
0.500,"""Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears #moretears"""
0.854,"""For what a beautiful day. #elated"""
0.600,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.280,"""Chris would take full responsibility and would want us all to rejoice in the memories we all had with him."""
0.458,"""Watch this amazing live.ly broadcast by .finfin #musically"""
0.520,"""it's being extremely playful"""
0.400,"""Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully."""
0.333,"""bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too"""
0.058,"""WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass"""
0.660,"""I cried with laughter."""
0.720,"""love the optimism!! BLUE MOON!"""
0.300,"""Big thanks to Brad Pitt who's trashy ways brought a modicum of levity to an otherwise lame week of political 💤."""
0.292,"""Gen 8:21 NIV—The Lord smelled the pleasing aroma and said in his heart: “Never again will I… lifelong depravity"""
0.090,"""the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor"""
0.519,"""It would be #TragicallyHip if they can #help make #hospitalized #sick #kids #smile 😊✌❤"""
0.458,"""Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears"""
0.231,"""lets see chirp"""
0.207,"""noah fence but i want a harley quinn or blake lively layout"""
0.600,"""Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!"""
0.438,"""LordDerply for it. It's like yugioh for animated shows!"""
0.604,"""Being a veteran just totally got me out of a ticket. I'm elated right now, close call."""
0.320,"""he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #gottawearshades #LetsGoYankees"""
0.417,"""#PeaceIsPossible when both party accept one another and rejoice together after #OndoGuber,Nov26."""
0.620,"""While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying..."""
0.462,"""don't know I'm from nj we are the worst on purpose. #laughter"""
0.680,"""Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:"""
0.396,"""I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. #smile"""
0.688,"""And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever."""
0.312,"""what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff"""
0.500,"""I'm so gutted. I loved her cheery disposition."""
0.333,"""I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road."""
0.540,"""May the optimism of tomorrow be your foundation for today."""
0.500,"""plus a hearty pour of #yachtrock by #mustacheharbor !"""
0.481,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.480,"""The people that call in to POV on KX4 make my night."""
0.520,"""Watch this amazing live.ly broadcast by .peterson #lively #musically. Come WATCH"""
0.292,"""True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. ? mebbe :P"""
0.560,"""It's Thursday which means it's Grey's day #TGIT #rejoice"""
0.375,"""#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride"""
0.365,"""Currently listening to &amp; podcasts!! Can you guys please move to #yvr ? #missyou"""
0.340,"""#PiersGough on thoroughly lively and imaginative developers—“Sager have always challenged us to do better and do better.”"""
0.521,"""Accept the challenges, So that you may feel the exhilaration of victory.\n\nTOMIHO IpaglabanMo TapingDay2"""
0.442,"""To give cheerfully."""
0.433,"""“Don’t burn out; keep yourselves fueled and aflame. Be alert servants of the Master, cheerfully expectant.' Romans 12:11-12"""
0.820,"""What a #lively #lovely #shower 😇 .."""
0.292,"""With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum"""
0.917,"""We love you! #hilarious We are looking forward to SO much more! #kudos on the #pilot #speechless"""
0.562,"""#smile every morning to a positive head start with your #clients relations"""
0.667,"""Guitar shop owners everywhere rejoice"""
0.458,"""I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy."""
0.352,"""😳 chewing what? #arcdental #turlock"""
0.417,"""Top seed Johnson chases double delight at Tour Championship"""
0.312,"""Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats."""
0.400,"""The Quarterback' wrecks me every time.. #glee"""
0.480,"""don't be shy next time! We're a cheery bunch. :) \n\nSam. X"""
0.900,"""Tomorrow, is the FIRST DAY OF 🍂🍂FALL🍁🍁and I'm elated!!!!!"""
0.540,"""For a moment I found myself smiling"""
0.646,"""I like talking to someone who makes me laugh, laughter is the best medicine"""
0.519,"""chirp chirp! :)"""
0.654,"""On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service."""
0.245,"""Be it a rainy day, be it cheerful sunshine, I am a Prussian, want nothing to be but a Prussian.:|"""
0.646,"""I've got 8 coming back this week. It's so joyous isn't it haha"""
0.854,"""Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again)"""
0.729,"""you got this💙 #staystrong #smile #yourebeautiful"""
0.280,"""But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters."""
0.380,"""Sometimes I get to sit back and be proud of myself for pleasing Him so well."""
0.542,"""Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN"""
0.688,"""\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!"""
0.560,"""tfw you're en-route to your future :) !! i'm coming for ya! #openhouse #futurecantor #NYCletsgo"""
0.667,"""This is hilarious ! Not a Freudian slip, eh !"""
0.646,"""The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear"""
0.080,"""I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot"""
0.400,"""Decide to stop being afraid. To just stop. What are you now free to do?\n\n #brave #free #honest #healthy #life #living #love"""
0.660,"""lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring"""
0.340,"""How sad is it that I'm rejoicing over a 72💀 #collegekills"""
0.590,"""Such merriment &amp; laughter from at &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks"""
0.750,"""I love seeing happy women, that glow is something real."""
0.300,"""Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored"""
0.540,"""I was just introducing a little levity to the convo. Yep!"""
0.483,"""\n\n*She held the back of his skull, smiling into the kiss.*"""
0.600,"""After soul searching, I'd like to announce that I've chosen &amp; to be my adopted sisters due to their hilarity"""
0.560,"""I'm cheering for and #NHLNYCSweepstakes"""
0.667,"""Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!"""
0.188,"""Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy"""
0.271,"""Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery."""
0.375,"""#food #деньги #smile microsoft_.net_framework_4.5.1_full_plus_by_gora"""
0.396,"""How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮"""
0.500,"""goddamn...the 'celebrity' draft at the end was classic."""
0.615,"""A hearty welcome to those who followed me."""
0.583,"""I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious"""
0.920,"""Just died from laughter after seeing that😂😭😂😭"""
0.625,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.888,"""Everyday I wake up, a different player signs a contract extension! Love it!! #future #is #COYS"""
0.140,"""Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......"""
0.780,"""hahaha and u da best bro ever luv u hearty hearts"""
0.292,"""All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc"""
0.625,"""15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch"""
0.562,"""#Appreciate what you have &amp; enjoy your life. \nUse your #smile 😃 to help others use theirs. ☺️"""
0.923,"""Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered #happy"""
0.740,"""What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun"""
0.833,"""Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling"""
0.583,"""#smile is the #respect we give everyone."""
0.680,""".: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling …"""
0.400,"""#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis"""
0.625,"""So far ours greet have raised £250 for with more to come in #sparkling"""
0.180,"""Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them"""
0.115,"""The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--"""
0.625,"""All in all a pleasing night down The Lane . . . On to the next round &amp; bring on Liverpool at Anfield! #COYS"""
0.080,"""evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder"""
0.146,"""sparkling or still? #terribledebatequestions"""
0.312,"""Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage"""
0.521,"""15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #stretch"""
0.148,"""i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses"""
0.438,"""😁...I'll just people watch and enjoy a rare show of optimism"""
0.520,"""Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review. This is why I joined."""
0.583,"""but it's so aesthetically pleasing omg"""
0.519,"""great minds think alike. #rejoice"""
0.788,"""I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!"""
0.820,"""What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun #laughter"""
0.204,"""I truly believe in my heart right now that Satan is rejoicing because we are all against one another"""
0.312,"""There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment."""
0.385,"""But the lady at the store said I had nice eyelashes so that's good, right? #optimism?"""
0.271,"""The #chiropractor makes me so ."""
0.400,"""looking like in his heyday"""
0.482,"""Watch this amazing live.ly broadcast by .mila.__ #lively #musically"""
0.406,"""Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra..."""
0.604,"""Be happy not because everything is good, but because you can see the good side of everything."""
0.562,"""Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun"""
0.542,"""also a #delight"""
0.462,"""Benefit out exhilaration called online backing off: JkUVmvQXY"""
0.500,"""Watch this amazing live.ly broadcast by ..mccloud #musically"""
0.500,"""promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful #joyful #do_u_see"""
0.938,"""I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile."""
0.780,"""Watching driven by food and going to Devon Ave to eat nihari makes me gleeful af"""
0.877,"""Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong."""
0.483,"""Watch this amazing live.ly broadcast by #musically"""
0.404,"""Kinda wished I watched mischievous kiss before playful kiss"""
0.340,"""Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!"""
0.330,"""don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers"""
0.146,"""the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong"""
0.320,"""GKN so lively as well, mad quick"""
0.320,"""Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot"""
0.500,"""The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie"""
0.680,"""Ooh #hygge, candles, jasmine tea &amp; #GBBO"""
0.312,"""did you know that the sparkling letters in Super Mario Galaxy spell out U R MR GAY"""
0.854,"""second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering"""
0.688,"""yeah! :) playing well"""
0.280,"""Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know."""
0.520,"""That's awesome! p.s. ok, what are the odds of that, swapping neighborhoods?"""
0.846,"""Oi you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓 hahahahahahaha"""
0.404,"""Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so..."""
0.583,"""Proverbs 27:9 Ointment and perfume rejoice the heart: so doth the sweetness of a man's friend by hearty counsel.\n#TruthfmDawnBreak"""
0.349,"""- the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -"""
0.333,"""I'm highly animated even though I'm decomposing."""
0.458,"""Watch this amazing live.ly broadcast by #musically"""
0.667,"""A joyous first webiversary/web mitzvah to Smithsonian's !!"""
0.240,"""This would be the height of hilarity, were it not for the fact that the adult swan is highly likely to attack."""
0.596,"""It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol"""
0.400,"""Niggas never changed...even as a kid and a 29 year old, in his interviews, seems jovial and happy after death of his sister...he did it"""
0.788,"""Love your new show #hilarious"""
0.250,"""When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye #breezy"""
0.562,"""Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday"""
0.500,"""Old saying 'A #smile shared is one gained for another day'"""
0.104,"""Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything"""
0.144,"""I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to"""
0.320,"""backed pats -2.5 10/11 just before"""
0.375,"""its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!"""
0.614,"""American Schools are lively"""
0.604,""".: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha …"""
0.212,"""Why bother tweeting poor men's? \nWhat good does it do? If I'm unable to be cheery, I go quiet. Missed you, btw"""
0.500,"""Accept challenges in life, so that you may feel the exhilaration of victory."""
0.354,"""You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late."""
0.667,"""-Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --"""
0.528,"""she was my favourite such a joyful soul"""
0.120,"""Anyone who drinks sparkling water is a demon"""
0.583,"""aaa Cam animated that, so proud of our boy"""
0.500,"""Why have I only just started watching glee this week I am now addicted 🙄 #GLEEK"""
0.521,"""The #most wasteful day is a #day without #laughter"""
0.229,"""When your rewatching glee and break down in tears all over again. 😭😢"""
0.449,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.420,"""4-2 Canada final tomorrow #WCH #Predictions #optimism #Canadian 🇨🇦"""
0.780,"""yes ❤️❤️ &amp; cheering homecoming game!"""
0.660,"""Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading"""
0.625,"""Be sure and switch it over to cable news - cheery"""
0.312,"""A not very young man compiled info on a smiling baby then a mattress created new evil."""
0.208,"""The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8"""
0.417,"""Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at makes me . #farm365"""
0.207,"""Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by..."""
0.458,"""Want Darren to open the video so he can appreciate my hilarity"""
0.179,"""Harking back to 2012 - DT's challenge to ...I will give...DT a hearty thank you...if he will release his tax returns...."""
0.646,"""Well, this is cheery. #MrRobot"""
0.160,"""Pinky is so funny n jovial, bt she got emotional n just brought me 2 tears. I felt so bad for her #Ishqbaaaz"""
0.396,"""The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight"""
0.521,"""On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭"""
0.660,"""This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot"""
0.660,"""If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove ☺️"""
0.380,"""incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays"""
0.292,"""sometimes im sad then remember Margaret Thatcher is dead and then i rejoice"""
0.700,"""LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂"""
0.542,"""Watch this amazing live.ly broadcast by .finfin #lively #musically"""
0.300,"""If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes"""
0.708,"""Impractical Jokers...practically genius!!! #laughter #good4thesoul #ImpracticalJokers #bingewatching"""
0.182,"""thank you for your support, but it was not an attempt at levity."""
0.896,"""Tutoring gives me such an exhilarating feeling. I love helping people 😌"""
0.625,"""Luke 1:14\nHe will be a joy and delight to you, and many will rejoice because of his birth"""
0.479,"""oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao"""
