Score,Text
0.312,"""I got a short fuse when im sober."""
0.646,"""Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much 😩 #spinning #sulk"""
0.667,"""I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression"""
0.500,"""this sad truth!"""
0.542,"""he might donate the money but it won't stop shit, pessimist"""
0.806,"""I'm despondent"""
0.396,"""Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. 🐮🐷"""
0.271,"""I nearly dropped my phone into the sink HAHAHAHA"""
0.833,"""People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day"""
0.479,"""Got a #serious #hyper #predator #heckler situation over here"""
0.500,"""Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless."""
0.333,"""you'll be pleased to know my family are blues"""
0.729,"""one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again."""
0.417,"""'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory"""
0.417,"""Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost"""
0.917,"""I'm wearing all black tomorrow to mourn. 😭💔"""
0.750,"""😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression"""
0.833,"""its so unfortunate that after all these years im still struggling with depression smh"""
0.771,"""It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200"""
0.542,"""#dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy"""
0.583,"""🙂ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat"""
0.312,"""I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious"""
0.708,"""I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness"""
0.625,"""we know the truth about her, the public is figuring it out. Her words mean nothing. #unhappy #mean #troubled #vile #bully"""
0.562,"""Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss"""
0.438,"""'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle."""
0.680,"""I'm getting use to not having a phone it's sad .."""
0.397,"""#mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process"""
0.604,"""im pretty sure cause ever since saturday ive just been super sad lol"""
0.467,"""the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!"""
0.216,"""Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12"""
0.167,"""Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance"""
0.396,"""what a sulky pants!"""
0.562,"""Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO"""
0.292,"""Stars, when you shine,\nYou know how I feel.\nScent of the pine, \nYou know how I feel.\nFreedom is mine,\nI know how I feel.\nI'm feelin' good."""
0.938,"""I want to pour all my tears on someone right now. So tired of this #upset"""
0.354,"""Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud."""
0.188,"""See you all October 8th. is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues"""
0.812,"""Im really constipated. This is depressing"""
0.167,"""Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues"""
0.208,"""I keep feeling the heaviness on my left hand and look down and I am in awe every single time 😍💍 #notusedtoit #imafiancée #wut"""
0.688,"""Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;"""
0.625,"""it happens and Vegas isn't the only origin thats prevelant #sadly"""
0.312,"""Might be the pout of a star baker tho !"""
0.562,"""When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency"""
0.604,"""Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems"""
0.354,"""AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time."""
0.312,"""don't fret -- this guy is mad because when is elected he might have to get a real job"""
0.500,"""sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough"""
0.833,"""Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain"""
0.312,"""I'm there... let me know #sober"""
0.792,"""I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD I can't always do the pity party"""
0.229,"""jersey gloves? #dark"""
0.333,"""ima kitchen sink"""
0.438,"""blues... blues? 🤔"""
0.562,"""Hope was an instinct only the reasoning human mind could kill. An animal never knew despair."""
0.667,"""#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad"""
0.396,"""Why does Candice constantly pout #GBBO 💄😒"""
0.854,"""my service is down in Cleveland, OH. What's going on? #unhappy"""
0.438,"""When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure"""
0.542,"""BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled."""
0.542,"""My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him."""
0.689,"""Smokeys dad is sad :/"""
0.292,"""droop in leggings? Are they wearing XXXL?"""
0.271,"""true sonicsatam was serious and a bit dark. Aosth is like super goofy and Looney toonie to a degree"""
0.562,"""are you feeling horribly depressed and despondent about life and your future' - always knows just what to say"""
0.458,"""#spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark"""
0.271,"""When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment"""
0.354,"""#ldf16 what shall we do this weekend? #spraypainting in #greenwichmarket with #core246 #lilylou #fret &amp; #benoakley"""
0.771,"""Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops 👎🏾👎🏽👎🏻🍂🍁"""
0.259,"""high fantasy , i feel like you could make a melancholy college age slice of life thing work too"""
0.583,"""why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!"""
0.438,"""he has become so dreary, also, yes..."""
0.604,"""I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous."""
0.646,"""All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness"""
0.464,"""why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?!"""
0.646,"""most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump"""
0.347,"""Never switched up, stayed down this the same person since day one."""
0.270,"""turn that frown upside down"""
0.458,"""What's the worst affliction that you or someone you know ever convinced yourself you had?"""
0.625,"""Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good #unhappy"""
0.417,"""NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull"""
0.333,"""Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess"""
0.562,"""Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry"""
0.312,"""Candice's pout is gonna take someone eye out mate! #GBBO"""
0.758,"""Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite"""
0.438,"""Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK"""
0.750,"""This world has some serious issues we should all go to therapy"""
0.771,"""Huh! It's always my fault isn't it &gt;:( #huff #sulk"""
0.396,"""People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man."""
0.636,"""Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame"""
0.458,"""History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final"""
0.583,"""don't leave me"""
0.604,"""//this is sadly what my history teacher talked about why the fuck do I remember that?!"""
0.438,"""sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype"""
0.729,"""happy anger sad melancholy confusion #woodspurge"""
0.188,"""will this be aired on radio or filmed? Lots of fans over the pond too! #wales"""
0.542,"""What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils"""
0.542,"""#lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag"""
0.562,"""3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears"""
0.521,"""Marcus Roho is dreadful"""
0.604,"""eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM"""
0.479,"""haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!"""
0.375,"""Is that really all you can offer for those who sacrifice daily to keep you safe...?"""
0.521,"""RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase"""
0.542,"""Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim"""
0.396,"""HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!"""
0.715,"""Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while."""
0.729,"""Been a while since I been sober. This life can be so hard"""
0.250,"""Oh goodness I'm loving this rainy day. It's a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day 💭 ☺️ #art #create #biz"""
0.604,"""What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever"""
0.500,"""goodbye despair"""
0.542,"""Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow"""
0.333,"""they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate"""
0.521,"""we have the same age and you're 1000 times more beautiful than me! #sad 😂"""
0.333,"""🤓 dont be sad.. btw good night davina..go sleep larh.."""
0.521,"""Got paid to vacuum up rat poop. (-: never a dull day in the biology department ..."""
0.312,"""Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' 😳😳 #dark"""
0.729,""". official got in touch. Issue not addressed. #unhappy #patheticservices"""
0.479,"""So you're unhappy?"""
0.667,"""I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!"""
0.521,"""Tried 2 get earlier flt 2day Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind"""
0.583,"""stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6🙄🙄🙄🙄 FML"""
0.375,"""hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #ignorant"""
0.312,"""For those of you who I have footage of but didn’t make it into this mix—don’t get discouraged! I ran out of room on the beat this week."""
0.250,"""Yes Lia!! Join the dark side!!"""
0.460,"""HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri"""
0.562,"""[ ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **"""
0.800,"""Being with you makes me somewhat gloomy."""
0.604,"""if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side"""
0.604,"""MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!"""
0.125,"""We are about a little over an hour away! We will arrive soon, do not fret!"""
0.292,"""I'm there... let me know"""
0.240,"""Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!"""
0.667,"""thank you, I shall mourn her"""
0.521,"""#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb"""
0.229,"""Your foot is frowning."""
0.604,"""i miss the guy who always make me sulk"""
0.438,"""otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves"""
0.521,"""So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out."""
0.396,"""said not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??"""
0.312,"""ordered my vacation bathing suits. one less thing to fret about."""
0.125,"""the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍"""
0.125,"""Nutella is pine green forget me nots are ivory frozen is god"""
0.438,"""Maybe I can sleep with my chem book on my head and it will all sink in my brain"""
0.229,"""My producer is mixing and mastering the songs now for #murky #notebook #mixtape\nThe tape will be out soon for free download 🔥🎶💨💯"""
0.333,"""she has stayed off the block almost all season, got out people that were good for her game, but no one seemed"""
0.438,"""oh dear I have to watch this the woman with the pout did well"""
0.667,"""I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :')"""
0.271,"""“Optimism may sometimes be delusional, but pessimism is always delusional.” —Alan Cohen #believe"""
0.854,"""God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness"""
0.458,"""totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear 😘"""
0.325,"""Do not grow weary in doing"""
0.750,"""in health we did a think about depression and now i feel like i have it"""
0.750,"""Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. #WannaGetAway #Contest #sad"""
0.613,"""at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed"""
0.583,"""We lost"""
0.438,"""hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues"""
0.604,"""My cell won't hold a charge 😢 #sadness So should I..."""
0.729,"""literally was gloomy for an hour"""
0.292,""".... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9."""
0.458,"""I'd be perched on that, unfortunately wrapped in heavy chains! #sink..."""
0.729,"""#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #anxiety #anxietyprobz"""
0.417,"""well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric"""
0.452,"""\nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved"""
0.562,"""What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace 🎧\n\n#Fallen"""
0.208,"""Don't get #weary in well doing.\n#Faith #God #prayer"""
0.779,"""Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU"""
0.292,"""i really want to read this fic i found but it's #serious and this room is full of #memes"""
0.833,"""Feels like I lost my best friend #lost #fml #missingyou"""
0.740,"""call me now I'm laying in my bed moping like I intend to do for the next 2 months."""
0.417,"""Should've stayed at school cause ain't nobody here"""
0.188,"""hannah stop being mournful and chill 💁"""
0.521,"""Take heart amid the deepening gloom that your dog is finally getting enough cheese. ― National Lampoon, 'Deteriorada'"""
0.521,"""We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!"""
0.420,"""Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor."""
0.312,"""I have 12 &amp; that's the only one I didn't like 😂 mine comes out patchy. It's the only dark color by her I have tho."""
0.604,"""Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC"""
0.083,"""I can literally eat creamy pesto pasta topped with grilled chicken, sun dried tomatoes, asparagus and pine nuts every single day of my life"""
0.375,"""*wants body to look a certain way*\n*eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*"""
0.312,"""it's true also that he doesn't escape until almost all the car sunk"""
0.271,"""One point: DSP claims YTers lost half their viewership in 2012 if they weren't using direct capture. That's when the search changes happened"""
0.312,"""Blessed are those who mourn, for they will be comforted \n Mt 5:4"""
0.250,"""aaahhhh! a little to soothe the soul. #music"""
0.167,"""never a dull moment, hope you had a gd trip down"""
0.271,"""“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot"""
0.229,"""Let the #MrRobot binge begin. #nerdshow #compelling #dark"""
0.292,"""Cuddling literally kills depression, relieves anxiety, and strengthens the immune system."""
0.896,"""Honestly depression is kicking my ass lately.. 😔"""
0.214,"""Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow weary."""
0.583,"""From what I know of the man, I have to assume that has had a heated argument with his own penis. #sad"""
0.229,"""Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go."""
0.292,"""turn that frown upside down buddy 🙃."""
0.292,"""Has September been dull? Get #SuperSeptember from Jumia Food as a new user. Order from The Place, Barcelos or Shawarma &amp; Co for 30% off"""
0.250,"""#FF \n\n\n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX"""
0.604,"""How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can. #mufc"""
0.375,"""good. Takes more muscles to frown than smile"""
0.754,"""I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn"""
0.455,"""Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober"""
0.333,"""Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown"""
0.333,"""What we think, we become. -Buddha #recovery #addiction #sober #sobriety"""
0.354,"""Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst"""
0.646,"""\nConfidence held up... despite constant and continual doom and gloom"""
0.917,"""I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life"""
0.292,"""#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober"""
0.303,"""Let's get drunk and tell each other things we're afraid to say when we're sober."""
0.333,"""Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights"""
0.750,"""Well, I had hopes for today. No go. #unhappy"""
0.792,"""All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af"""
0.375,"""Fellaini has been playing ahead of this guy...just let that sink in"""
0.521,"""thanks for making me super sad about Pizza. #freepizza"""
0.238,"""A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote"""
0.521,"""But what will complaining, pessimism, regret, and anger get you?"""
0.520,"""if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him"""
0.500,"""Soooo badly want to dye my hair dark but have never been dark before soooo torn 😭😭😭"""
0.271,"""The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it"""
0.500,"""ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun"""
0.604,"""This is the most grim piece of laughter I was stricken with all day."""
0.396,"""it is supposed to be #dark and #gritty though"""
0.417,"""Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout"""
0.438,"""Darius' article was what convinced me that the time and money I had sunk into the IGDA in past years was wasted. Good re-read."""
0.333,"""“Dyslexia is the affliction of a frozen genius.”― Stephen Richards"""
0.667,"""Caballero's passing remains absolutely dreadful I see!"""
0.604,"""*I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -"""
0.688,"""It’s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs."""
0.619,"""I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for."""
0.604,"""the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!"""
0.793,"""Feeling #gloomy"""
0.360,"""I'm too sober time to get shit faced"""
0.542,"""well, they should all be unhappy for the way they played. Right ??"""
0.604,"""Cause fail or pass I refuse to be sober"""
0.208,"""the rappers who stayed true to the game is rich."""
0.521,"""I told my therapist that I'm on the dance team and now she's unhappy with me."""
0.292,"""Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment."""
0.250,"""Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2."""
0.646,"""It's now September and we're still battling a situation that was said to be handled March of this year. this is unacceptable"""
0.750,"""I can't help but feel melancholic!"""
0.667,"""I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers"""
0.521,"""a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late"""
0.562,"""Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence."""
0.292,"""I've been loving you too long #OtisRedding #blues"""
0.438,"""we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #perfection #fortunate #mixed"""
0.396,"""I'm wearing yellow today to bring a little sunshine to this gloomy day #yourewelcome"""
0.208,"""varsity pine riding"""
0.229,"""now playing yung fav song ni chavs #sober 😂"""
0.729,"""just came of BA6426 at at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer"""
0.333,"""Wrinkles should merely hide where frown have been. - Mark Twain"""
0.418,"""community policing!!!! What's that?? #lost"""
0.854,"""I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right ."""
0.354,"""People are trying too hard to hate on Cam Newton without understanding his position"""
0.479,"""Brad Pitt being investigated for child abuse?! this all just got really #dark"""
0.669,"""sadly this sort of poster died by the 90s afaik"""
0.417,"""Pussies - In the dark, they're all the same"""
0.640,"""But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick"""
0.354,"""Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)"""
0.354,"""Just pour it down the sink and let him drink you."""
0.339,"""Removal regardless of cost a lamentable answer: ajvKSK"""
0.562,"""you never call me when your sober"""
0.458,"""please. Or you could be clouded by your passion. Emotion leads you from the truth."""
0.263,"""Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback"""
0.500,"""What day is it #lost"""
0.188,"""Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO"""
0.271,"""No pessimist ever discovered the secret of the stars,or sailed to an uncharted land,or opened a new doorway for the human spirit.-H.Keller"""
0.271,"""Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland"""
0.333,"""I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways."""
0.271,"""Playing at September 21, 2016 at 09:30PM: Demetria Taylor #blues"""
0.417,""". Using fear to state his views. Not getting the facts before making a serious statement???"""
0.375,"""but still your my favorite person in DF besides grim"""
0.333,"""Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5"""
0.500,"""you are grim mate"""
0.396,"""turn that grumpy frown upside-down\n\nYou did something next to impossible today"""
0.321,"""LOL! was just awarded the “F” bomb trophy on #AutoDealerLive, :) #serious"""
0.896,"""#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz"""
0.667,"""your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero."""
0.377,"""sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything"""
0.562,"""haha Bro she's sadly married man 😩😩"""
0.417,"""Orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. His instinct told him-"""
0.583,"""I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress"""
0.188,"""lost 11 lbs since I got married (eating healthy) &amp; ive gone from a 9:47 mile to a 8:50 mile in 2 weeks. #areyousureimagedout #fitness"""
0.729,"""I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness"""
0.250,"""Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG16 #kickittomehigh #nswgaa #blues #statevstate"""
0.500,"""— make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —"""
0.729,"""Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn."""
0.188,"""Well i did hear once before that girls are attracted to men that look like their dad! 👌 #serious"""
0.292,"""i wonder how a guy can broke his penis while having sex? #serious"""
0.583,"""Put a damper on my mood."""
0.891,"""I honestly feel nothing towards either of my parents and it's pretty depressing"""
0.729,"""Childood experiences can leave you with permanent deep sadness as adult it can underlie everything #MHChat"""
0.318,"""Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural"""
0.792,"""The weather sure matches the mood in this state today.. #gloomy"""
0.562,"""Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?)"""
0.667,"""#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!"""
0.479,"""Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation..."""
0.521,"""See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression."""
0.625,"""If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo."""
0.167,"""Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts 🤓🍏"""
0.458,"""#CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!"""
0.397,"""Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO"""
0.625,"""absolutely boring.M a big Manchester United fan, nd its really disappointing to see them play in ths dull boring way"""
0.708,"""Should of stayed in Dubai 😞"""
0.562,"""Two blankets, a hoody, and still no Eternal Sunshine to mope to."""
0.417,"""Ok it really just sunk in that I'm seeing the 🐐 in a few hours.. wow 🙄🙄"""
0.240,"""If that's messin I can't wait to see #serious !! Brilliant stuff"""
0.667,"""it's old sadly"""
0.340,"""I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor"""
0.500,"""I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness.."""
0.333,"""he is.\nSure his mind was clouded but...]"""
0.479,"""Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner."""
0.479,"""Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0."""
0.896,"""Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes"""
0.604,"""#unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction."""
0.375,"""I think he was huffing that pine tar they use for bat gripping."""
0.667,"""lost a friend too"""
0.917,"""*Sigh* #depression #saddness #afterellen #shitsucks"""
0.688,"""amateur author Twitter might be the most depressing thing I've ever seen"""
0.500,"""thanks for making me super sad about Pizza. #sad #freepizza"""
0.646,"""\n— momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before —"""
0.685,"""Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #AdultingIsTheWorst"""
0.729,"""This nigga doesn't even look for his real family 🙄😂 #sad"""
0.500,"""or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy"""
0.771,"""#CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions"""
0.333,"""Season 3 of penny dreadful is on Netflix...well my afternoon is filled"""
0.542,"""For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway."""
0.625,"""when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :("""
0.438,"""As I lost my heart to you there in the dark.. Underneath the stars 🎧"""
0.625,"""can't cope wi her sour face and tiny pout 😡😡"""
0.417,"""F'n morons u23 SMFH can't just be lackadaisical"""
